query_id;subject_id;dN;dS;dNdS;perc_identity;num_ident_matches;alig_length;mismatches;gap_openings;n_gaps;pos_match;ppos;q_start;q_end;q_len;qcov;qcovhsp;s_start;s_end;s_len;evalue;bit_score;score_raw
Ec-02_003060.1;EsuBft651_6a-00001;0.03611;0.06033;0.5986;88;484;550;37;2;29;496;90.18;1;522;740;71;71;1;549;550;0;860;2221
Ec-02_003080.1;EsuBft651_8a-00001;0.0354;0.08141;0.4348;92.115;257;279;21;1;1;263;94.27;193;470;470;59;59;5;283;283;0;516;1330
Ec-02_003090.1;EsuBft651_9a-00001;0.04537;0.1128;0.4023;80.06;1614;2016;268;24;134;1652;81.94;173;2079;2097;91;91;289;2279;2495;0;2224;5764
Ec-02_003100.1;EsuBft651_10a-00001;0.01061;0.06894;0.1539;94.725;413;436;9;3;14;418;95.87;1;425;425;100;100;1;433;433;0;813;2099
Ec-02_003110.1;EsuBft1138_2a-00001;0.05172;0.07368;0.702;86.842;693;798;89;5;16;712;89.22;1;786;786;100;100;1;794;794;0;1147;2967
Ec-02_003120.1;EsuBft1138_4a-00001;0.0368;0.08354;0.4404;92.188;236;256;19;1;1;240;93.75;1;256;287;89;89;1;255;286;6.71e-120;344;883
Ec-02_003130.2;EsuBft1138_5a-00001;0.02408;0.09223;0.2611;94.86;203;214;11;0;0;205;95.79;1;214;214;100;100;1;214;214;3.14e-137;382;981
Ec-02_003140.1;EsuBft1138_6a-00001;0.04922;0.08299;0.5931;84.516;917;1085;139;10;29;946;87.19;56;1133;1133;95;95;1;1063;1063;0;1469;3802
Ec-02_003160.1;EsuBft1138_7a-00001;0.05008;0.1025;0.4886;73.38;623;849;173;10;53;670;78.92;875;1708;1708;85;49;494;1304;1304;0;1078;2787
Ec-02_003180.1;EsuBft692_13a-00001;1.047;NA;NA;40.58;28;69;11;1;30;31;44.93;46;114;125;55;55;1;39;144;2.64e-07;45.8;107
Ec-02_003180.2;EsuBft1281_3a-00001;0.1767;0.4345;0.4066;80;80;100;20;0;0;87;87;37;136;143;70;70;325;424;543;6.28e-51;169;427
Ec-02_003190.1;EsuBft1138_11a-00001;0.02235;0.06618;0.3377;94.922;243;256;12;1;1;246;96.09;5;259;259;98;98;1;256;256;6.61e-168;463;1192
Ec-02_003200.3;EsuBft312_3a-00001;0.01849;0.1101;0.1679;74.324;55;74;11;2;8;58;78.38;141;214;214;61;35;41;106;106;8.81e-32;111;277
Ec-02_003270.1;EsuBft312_6a-00001;0.05217;0.154;0.3389;84.665;795;939;109;10;35;818;87.11;374;1293;1293;71;71;17;939;939;0;1303;3373
Ec-02_003280.2;EsuBft312_10a-00001;0.03772;0.1302;0.2897;91.401;1233;1349;103;6;13;1266;93.85;37;1378;1378;97;97;261;1603;1603;0;2209;5724
Ec-02_003300.1;EsuBft312_11a-00001;0.01019;0.1029;0.09903;90.38;404;447;6;2;37;407;91.05;42;479;481;91;91;1;419;420;0;807;2084
Ec-02_003310.1;EsuBft312_12a-00001;0.1091;0.2806;0.3887;98.086;205;209;4;0;0;207;99.04;1;209;261;80;80;219;427;540;5.63e-142;408;1049
Ec-02_003320.1;EsuBft312_13a-00001;0.04518;0.07636;0.5916;90.524;363;401;37;1;1;372;92.77;1;401;401;100;100;1;400;400;0;534;1376
Ec-02_003330.1;EsuBft171_2a-00001;0.01942;0.07653;0.2537;95.822;344;359;15;0;0;351;97.77;1;359;359;100;100;1;359;359;0;679;1751
Ec-02_003340.1;EsuBft171_3a-00001;0.03015;0.1049;0.2874;94.393;303;321;17;1;1;310;96.57;1;320;324;99;99;1;321;325;0;616;1589
Ec-02_003350.1;EsuBft171_5a-00001;0.0136;0.0745;0.1825;97.468;308;316;8;0;0;313;99.05;1;316;316;100;100;1;316;316;0;627;1618
Ec-02_003360.1;EsuBft171_6a-00001;0.05156;0.1198;0.4305;81.245;1031;1269;165;12;73;1069;84.24;1;1239;1239;100;100;1;1226;1226;0;1596;4132
Ec-02_003380.3;EsuBft171_7a-00001;0.04611;0.1413;0.3262;87.097;216;248;24;2;8;225;90.73;1;246;261;94;94;1;242;509;1.28e-137;396;1018
Ec-02_003390.1;EsuBft171_8a-00001;0.0459;0.1196;0.3837;88.777;791;891;76;7;24;805;90.35;1;872;872;100;100;1;886;886;0;1261;3263
Ec-02_003410.1;EsuBft171_10a-00001;0.001121;0.06899;0.01625;98.656;367;372;1;2;4;368;98.92;1;372;372;100;100;1;368;368;0;749;1933
Ec-02_003420.1;EsuBft171_11a-00001;0.04756;0.1228;0.3873;82.87;953;1150;135;11;62;984;85.57;33;1168;1168;97;97;3;1104;1104;0;1462;3786
Ec-02_003425.1;EsuBft171_12a-00001;0.01817;0.06582;0.276;95.57;151;158;7;0;0;154;97.47;76;233;233;68;68;1;158;158;5.7e-108;307;786
Ec-02_003430.1;EsuBft171_13a-00001;0.01332;0.06703;0.1987;97.222;70;72;2;0;0;70;97.22;1;72;72;100;100;25;96;96;3.9e-45;139;349
Ec-02_003440.1;EsuBft171_14a-00001;0.004214;0.08447;0.04988;85.315;122;143;1;1;20;123;86.01;79;221;221;65;65;1;123;123;1.72e-80;235;600
Ec-02_003450.1;EsuBft171_15a-00001;0.008316;0.09962;0.08347;98.242;447;455;8;0;0;453;99.56;1;455;455;100;100;1;455;455;0;913;2360
Ec-02_003460.1;EsuBft171_16a-00001;0.03409;0.1106;0.3082;87.316;2017;2310;189;23;104;2060;89.18;102;2380;2380;96;96;1;2237;2237;0;2972;7705
Ec-02_003510.1;EsuBft171_18a-00001;0.02978;0.06504;0.4578;92.754;384;414;27;1;3;395;95.41;30;443;445;93;93;1;411;412;0;673;1736
Ec-02_003520.2;EsuBft4203_2a-00001;0.03682;0.07517;0.4898;93.333;42;45;3;0;0;45;100;109;153;197;23;23;1;45;51;1.95e-24;90.1;222
Ec-02_003530.1;EsuBft171_21a-00001;0.02877;0.1291;0.2229;92.929;460;495;31;1;4;477;96.36;1;491;491;100;100;1;495;495;0;933;2411
Ec-02_003550.1;EsuBft189_2a-00001;0.09158;0.2431;0.3767;82.028;178;217;25;3;14;187;86.18;597;804;873;24;24;1;212;219;6.93e-87;275;703
Ec-02_003560.1;EsuBft189_3a-00001;0.01582;0.08574;0.1845;96.457;490;508;17;1;1;496;97.64;1;507;507;100;100;1;508;508;0;985;2547
Ec-02_003570.1;EsuBft189_4a-00001;0.02814;0.08634;0.3259;93.665;207;221;12;1;2;213;96.38;1;221;221;100;100;1;219;219;3.1e-152;421;1081
Ec-02_003590.1;EsuBft189_5a-00001;0.03126;0.09616;0.325;82.099;399;486;24;3;63;405;83.33;88;510;513;82;82;1;486;487;0;761;1965
Ec-02_003600.1;EsuBft189_6a-00001;0.02714;0.1411;0.1923;95.333;429;450;19;1;2;436;96.89;1;448;453;99;99;1;450;459;0;802;2071
Ec-02_003620.1;EsuBft189_7a-00001;0.141;0.3289;0.4287;76.147;581;763;98;7;84;611;80.08;1;761;927;82;82;1;681;1125;0;877;2265
Ec-02_003630.1;EsuBft189_8a-00001;0.02369;0.07313;0.3239;94.706;805;850;41;2;4;825;97.06;1;847;847;100;100;1;849;849;0;1284;3323
Ec-02_003650.1;EsuBft189_12a-00001;0.03255;0.08326;0.3909;93.258;83;89;6;0;0;84;94.38;432;520;520;17;17;1;89;89;5.65e-48;160;405
Ec-02_003660.1;EsuBft189_13a-00001;0.04725;0.09787;0.4828;82.192;960;1168;145;10;63;999;85.53;92;1214;1214;93;93;1;1150;1150;0;1585;4103
Ec-02_003670.1;EsuBft2947_3a-00001;0.05481;0.1796;0.3052;79.128;254;321;30;4;37;264;82.24;338;657;1273;25;25;17;301;302;3.2e-115;361;926
Ec-02_003680.1;EsuBft1057_3a-00001;0.05565;0.09556;0.5823;92.442;318;344;23;2;3;320;93.02;678;1019;1362;48;25;249;591;682;1.25e-107;355;912
Ec-02_003690.1;EsuBft2728_3a-00001;0.03306;0.06108;0.5412;88.972;710;798;51;4;37;733;91.85;315;1075;1075;71;71;1;798;798;0;1426;3691
Ec-02_003690.2;EsuBft1960_4a-00001;0.209;0.7767;0.269;75.439;43;57;14;0;0;44;77.19;1;57;134;43;43;1;57;66;2.19e-24;88.2;217
Ec-02_003710.1;EsuBft2051_2a-00001;0.08366;0.08163;1.025;82.734;575;695;73;4;47;604;86.91;1;669;693;97;97;432;1105;1128;0;1125;2911
Ec-02_003730.1;EsuBft391_12a-00001;0.122;0.1663;0.7335;86.859;661;761;96;2;4;676;88.83;42;802;926;82;82;1;757;860;0;1005;2598
Ec-02_003740.1;EsuBft391_11a-00001;0.00426;0.06938;0.0614;99.091;327;330;3;0;0;330;100;1;330;330;100;100;1;330;330;0;677;1746
Ec-02_003750.1;EsuBft391_10a-00001;0;0.07198;0;100;302;302;0;0;0;302;100;1;302;302;100;100;1;302;302;0;619;1596
Ec-02_003760.1;EsuBft391_9a-00001;0.01303;0.132;0.09875;97.358;258;265;6;1;1;259;97.74;1;265;265;100;100;253;516;516;0;529;1362
Ec-02_003770.1;EsuBft391_8a-00001;0.03221;0.0749;0.4301;92.715;280;302;18;1;4;288;95.36;1;302;302;100;100;3;300;300;0;553;1426
Ec-02_003780.1;EsuBft391_7a-00001;0.02444;0.08615;0.2837;94.76;217;229;12;0;0;219;95.63;1;229;229;100;100;1;229;229;1.05e-148;412;1060
Ec-02_003840.1;EsuBft391_4a-00001;0.01825;0.07279;0.2507;96.393;294;305;9;1;2;300;98.36;1;303;305;99;99;1;305;307;0;607;1564
Ec-02_003850.1;EsuBft391_3a-00001;0.03341;0.08739;0.3823;83.108;861;1036;85;10;90;884;85.33;1;956;969;99;99;1;1026;1040;0;1337;3460
Ec-02_003880.1;EsuBft1381_3a-00001;0.03666;0.1218;0.3009;91.519;723;790;60;3;7;740;93.67;562;1349;1349;58;58;1;785;785;0;1355;3507
Ec-02_003890.1;EsuBft258_2a-00001;0.02279;0.1643;0.1387;93.913;108;115;6;1;1;110;95.65;1;114;154;74;74;1;115;153;1.44e-41;135;340
Ec-02_003900.1;EsuBft258_3a-00001;0.03044;0.1104;0.2757;87.829;267;304;35;2;2;278;91.45;1;303;512;100;59;1;303;567;2.29e-146;431;1108
Ec-02_003910.1;EsuBft258_4a-00001;0.1847;0.6082;0.3037;80.952;102;126;16;2;8;103;81.75;406;525;571;21;21;8;131;175;2.16e-64;207;528
Ec-02_003920.1;EsuBft258_5a-00001;0.01488;0.1033;0.1441;95.865;255;266;8;1;3;258;96.99;1;266;307;87;87;1;263;264;0;500;1287
Ec-02_003930.1;EsuBft258_6a-00001;0.02704;0.107;0.2528;89.726;655;730;33;1;42;663;90.82;6;735;735;99;99;30;717;717;0;1276;3303
Ec-02_003940.1;EsuBft258_7a-00001;0.02058;0.1307;0.1574;88.83;676;761;38;6;47;686;90.14;1;731;1263;58;58;1;744;745;0;1160;3001
Ec-02_003950.1;EsuBft258_9a-00001;0.03662;0.08999;0.4069;90.583;808;892;33;5;51;823;92.26;1478;2345;2653;33;33;1085;1949;1951;0;1277;3304
Ec-02_003980.1;EsuBft258_10a-00001;0.05291;0.1095;0.483;78.596;683;869;133;10;53;717;82.51;30;860;1278;98;65;10;863;1699;0;927;2395
Ec-02_004010.1;EsuBft258_12a-00001;0.04601;0.2295;0.2005;88.865;830;934;40;5;64;844;90.36;1;934;1048;89;89;1;870;1636;0;1099;2843
Ec-02_004030.1;EsuBft258_13a-00001;0.0759;0.1162;0.6529;87.048;746;857;72;3;39;769;89.73;81;908;908;91;91;48;894;894;0;1456;3768
Ec-02_004040.1;EsuBft258_14a-00001;0;0.1187;0;100;23;23;0;0;0;23;100;12;34;34;68;68;1;23;23;6.02e-10;46.6;109
Ec-02_004050.1;EsuBft258_20a-00001;0.004566;0.1374;0.03324;99.074;107;108;1;0;0;107;99.07;1;108;108;100;100;1;108;108;1.27e-75;218;554
Ec-02_004060.1;EsuBft258_21a-00001;0.02693;0.1269;0.2123;95.491;360;377;14;2;3;364;96.55;99;475;475;79;79;12;385;385;0;726;1873
Ec-02_004080.1;EsuBft258_22a-00001;0.01052;0.1025;0.1026;97.909;515;526;11;0;0;517;98.29;147;672;676;78;78;1;526;527;0;1071;2770
Ec-02_004090.1;EsuBft798_2a-00001;0.003817;0.121;0.03156;90.121;447;496;2;1;47;447;90.12;1;449;449;100;100;1;496;496;0;889;2296
Ec-02_004100.1;EsuBft798_3a-00001;0.02852;0.08976;0.3178;94.393;202;214;12;0;0;206;96.26;1;214;214;100;100;1;214;214;2.18e-141;392;1008
Ec-02_004110.1;EsuBft798_4a-00001;0.01804;0.1499;0.1204;96.939;95;98;3;0;0;97;98.98;1;98;98;100;100;1;98;98;6.23e-64;187;476
Ec-02_004130.1;EsuBft798_6a-00001;0.009553;0.119;0.08025;98.065;304;310;6;0;0;308;99.35;1;310;310;100;100;1;310;310;0;598;1541
Ec-02_004150.1;EsuBft798_7a-00001;0.03736;0.1664;0.2246;87.09;796;914;71;6;47;818;89.5;2;870;894;97;97;68;979;1671;0;1409;3648
Ec-02_004200.1;EsuBft594_8a-00001;0.06861;0.2111;0.3251;90.038;235;261;21;3;5;242;92.72;1;259;314;82;82;1;258;581;1.59e-160;459;1182
Ec-02_004250.1;EsuBft594_5a-00001;0.02049;0.07901;0.2593;93.377;282;302;13;2;7;289;95.7;1;295;295;100;100;1;302;302;0;531;1368
Ec-02_004270.1;EsuBft452_9a-00001;0.02774;0.1177;0.2357;96.875;217;224;6;1;1;218;97.32;22;245;260;86;86;25;247;647;7.29e-138;401;1031
Ec-02_004290.1;EsuBft452_7a-00001;0.02731;0.1066;0.2562;94.429;339;359;20;0;0;345;96.1;23;381;381;94;94;1;359;359;0;635;1638
Ec-02_004300.1;EsuBft452_6a-00001;0.04039;0.1401;0.2884;90.744;451;497;44;1;2;461;92.76;1;497;511;97;97;1;495;511;0;768;1983
Ec-02_004320.1;EsuBft452_5a-00001;0.002879;0.09707;0.02965;99.408;168;169;1;0;0;168;99.41;1;169;169;100;100;1;169;169;4.61e-121;337;865
Ec-02_004340.1;EsuBft540_2a-00001;0.03705;0.2178;0.1701;95.806;297;310;6;2;7;299;96.45;1;303;393;77;77;1;310;333;0;603;1556
Ec-02_004350.1;EsuBft540_3a-00001;0.02093;0.104;0.2013;95.722;179;187;8;0;0;183;97.86;1;187;187;100;100;1;187;187;3.07e-112;317;811
Ec-02_004360.1;EsuBft540_4a-00001;0.05787;0.09937;0.5824;81.161;1146;1412;181;16;85;1192;84.42;310;1698;1698;82;82;1;1350;1350;0;1561;4041
Ec-02_004390.1;EsuBft540_10a-00001;0.01857;0.1166;0.1592;92.348;881;954;52;7;21;892;93.5;115;1050;1050;89;89;2;952;952;0;1338;3464
Ec-02_004400.1;EsuBft540_12a-00001;0.05004;0.135;0.3707;88.483;315;356;34;1;7;329;92.42;1;349;349;100;100;1;356;356;0;566;1459
Ec-02_004410.1;EsuBft540_13a-00001;0.03994;0.07663;0.5211;91.765;312;340;28;0;0;320;94.12;1;340;340;100;100;1;340;340;0;604;1558
Ec-02_004420.1;EsuBft1942_6a-00001;0.08838;0.157;0.5628;77.107;549;712;125;5;38;596;83.71;916;1625;2127;33;33;998;1673;1858;0;830;2143
Ec-02_004450.1;EsuBft888_5a-00001;0.06839;0.2538;0.2695;81.203;108;133;7;1;18;111;83.46;146;278;278;48;48;18;132;132;3.83e-71;214;546
Ec-02_004500.2;EsuBft2517_4a-00001;0.01883;0.108;0.1743;92.467;491;531;24;2;16;504;94.92;3;533;533;99;99;2;516;516;0;925;2390
Ec-02_004520.1;EsuBft1229_8a-00001;0.02561;0.1062;0.2411;92.138;375;407;27;3;5;384;94.35;25;430;430;94;94;286;688;688;0;596;1537
Ec-02_004550.1;EsuBft1229_7a-00001;0.04601;0.1159;0.397;85.59;689;805;93;11;23;710;88.2;1;795;795;100;100;1;792;792;0;937;2422
Ec-02_004570.1;EsuBft795_3a-00001;0.02048;0.1107;0.1849;91.826;865;942;51;8;26;881;93.52;1;927;927;100;100;1;931;931;0;1511;3912
Ec-02_004580.1;EsuBft795_4a-00001;0.005357;0.1832;0.02924;98.795;410;415;5;0;0;412;99.28;1;415;415;100;100;1;415;415;0;847;2187
Ec-02_004590.1;EsuBft795_5a-00001;0.08462;0.1402;0.6036;84.777;323;381;48;4;10;336;88.19;9;389;389;98;98;24;394;394;0;566;1458
Ec-02_004600.1;EsuBft795_6a-00001;0.03582;0.09953;0.3599;89.535;231;258;18;3;9;234;90.7;1;258;258;100;100;1;249;249;6.06e-85;253;646
Ec-02_004640.2;EsuBft795_8a-00001;0.04803;0.1108;0.4336;86.856;337;388;36;3;15;345;88.92;48;434;451;86;86;1;374;411;0;563;1452
Ec-02_004660.1;EsuBft1202_4a-00001;0.04799;0.1978;0.2427;90.219;535;593;21;4;37;546;92.07;41;601;601;93;93;32;619;619;0;1078;2787
Ec-02_004740.1;EsuBft1202_6a-00001;0.02549;0.1106;0.2305;94.915;504;531;27;0;0;518;97.55;1;531;531;100;100;1;531;531;0;969;2506
Ec-02_004760.1;EsuBft1817_3a-00001;0.1479;0.2828;0.5232;79.095;367;464;44;4;53;381;82.11;44;469;634;67;67;160;608;613;0;667;1721
Ec-02_004770.1;EsuBft3070_3a-00001;0.04368;0.1263;0.3457;91.954;160;174;10;3;4;162;93.1;1;172;177;97;97;1;172;342;2.23e-88;261;668
Ec-02_004790.1;EsuBft698_8a-00001;0.04815;0.1136;0.424;88.433;711;804;70;2;23;735;91.42;122;912;1442;55;55;3;796;807;0;1144;2960
Ec-02_004800.1;EsuBft698_7a-00001;0.002949;0.1281;0.02301;98.512;331;336;2;1;3;332;98.81;1;333;333;100;100;1;336;336;0;684;1766
Ec-02_004810.1;EsuBft698_4a-00001;0.04585;0.1102;0.416;91.657;802;875;66;5;7;819;93.6;1;871;1392;63;63;1;872;898;0;1201;3108
Ec-02_004820.1;EsuBft698_3a-00001;0.04691;0.1219;0.3847;87.332;1103;1263;134;10;26;1137;90.02;1;1248;1260;99;99;1;1252;1524;0;1631;4224
Ec-02_004850.3;EsuBft698_2a-00001;0.05701;0.06816;0.8364;89.247;166;186;20;0;0;172;92.47;285;470;470;40;40;1;186;186;3.05e-118;343;880
Ec-02_004860.1;EsuBft521_11a-00001;0.08772;0.2142;0.4094;86.617;233;269;26;3;10;238;88.48;1;263;263;100;100;1;265;265;1.17e-157;438;1126
Ec-02_004870.1;EsuBft521_10a-00001;0.01494;0.1239;0.1205;97.735;302;309;7;0;0;306;99.03;46;354;354;87;87;22;330;330;0;621;1602
Ec-02_004880.1;EsuBft521_9a-00001;0.006765;0.09358;0.0723;97.579;403;413;5;3;5;406;98.31;1;411;414;99;99;1;410;411;0;799;2064
Ec-02_004890.1;EsuBft521_8a-00001;0.1021;0.234;0.4365;97.143;204;210;6;0;0;205;97.62;1;210;258;81;81;35;244;310;4.78e-146;410;1054
Ec-02_004900.1;EsuBft521_7a-00001;0.02985;0.0749;0.3986;93.858;596;635;39;0;0;612;96.38;1;635;635;100;100;1;635;635;0;1242;3214
Ec-02_004910.2;EsuBft521_6a-00001;0.02866;0.1433;0.2;87.752;523;596;38;5;35;532;89.26;1110;1700;1700;35;35;1;566;566;0;1003;2593
Ec-02_004920.1;EsuBft521_5a-00001;0.04467;0.1239;0.3606;91.087;930;1021;87;4;4;953;93.34;62;1080;1080;94;94;1;1019;1019;0;1373;3553
Ec-02_004930.2;EsuBft521_4a-00001;0.06267;0.1849;0.3389;93.814;273;291;16;2;2;277;95.19;1;290;332;87;87;1;290;731;0;540;1392
Ec-02_004960.1;EsuBft1249_16a-00001;0.02528;0.1057;0.2391;95.29;263;276;13;0;0;270;97.83;1;276;276;100;100;1;276;276;0;534;1375
Ec-02_004980.1;EsuBft1249_12a-00001;0.006189;0.09304;0.06652;98.598;211;214;3;0;0;212;99.07;1;214;214;100;100;1;214;214;3.17e-150;415;1066
Ec-02_004990.1;EsuBft1249_9a-00001;0.1073;0.1307;0.8209;74.332;278;374;55;1;41;292;78.07;117;449;453;74;74;15;388;392;9.13e-147;423;1088
Ec-02_005010.1;EsuBft1249_8a-00001;0.01502;0.09686;0.1551;96.618;200;207;7;0;0;203;98.07;1;207;207;100;100;1;207;207;2.12e-147;407;1046
Ec-02_005020.1;EsuBft1249_7a-00001;0.03444;0.1029;0.3347;87.418;535;612;49;7;28;544;88.89;1;597;597;100;100;1;599;599;0;875;2261
Ec-02_005040.1;EsuBft1249_6a-00001;0.008329;0.07944;0.1048;97.816;403;412;8;1;1;408;99.03;1;411;411;100;100;104;515;515;0;801;2070
Ec-02_005050.1;EsuBft1249_5a-00001;0.03338;0.08166;0.4088;84.424;374;443;28;3;41;384;86.68;1;404;404;100;100;89;529;529;0;636;1640
Ec-02_005080.1;EsuBft2510_2a-00001;0.02687;0.06796;0.3954;94.881;278;293;14;1;1;284;96.93;1;293;295;99;99;1;292;294;0;544;1401
Ec-02_005090.1;EsuBft2510_3a-00001;0.04111;0.1645;0.2499;92.143;258;280;21;1;1;268;95.71;208;487;487;57;57;15;293;293;0;534;1376
Ec-02_005100.1;EsuBft285_3a-00001;0.08502;0.1956;0.4348;84.636;314;371;51;3;6;327;88.14;52;422;1688;22;22;1;365;392;9.59e-168;512;1319
Ec-02_005110.1;EsuBft285_5a-00001;0.03265;0.1158;0.2819;93.955;373;397;24;0;0;381;95.97;133;529;529;100;75;255;651;651;0;776;2003
Ec-02_005120.1;EsuBft285_7a-00001;0.01194;0.07325;0.1629;97.357;221;227;6;0;0;222;97.8;81;307;307;74;74;1;227;227;3.02e-168;465;1197
Ec-02_005130.1;EsuBft285_8a-00001;0.0227;0.1108;0.2049;95.139;137;144;7;0;0;140;97.22;1;144;144;100;100;1;144;144;1.2e-97;276;706
Ec-02_005150.1;EsuBft285_9a-00001;0.001796;0.07332;0.02449;99.649;284;285;1;0;0;284;99.65;1;285;285;100;100;1;285;285;0;567;1461
Ec-02_005160.1;EsuBft285_10a-00001;0.04389;0.0871;0.5039;88.841;207;233;17;1;9;214;91.85;303;526;526;43;43;1;233;233;1.13e-141;407;1045
Ec-02_005170.2;EsuBft285_12a-00001;0.0318;0.1334;0.2384;85.905;1030;1199;87;7;82;1052;87.74;190;1343;1343;86;86;57;1218;1218;0;1783;4619
Ec-02_005190.1;EsuBft1955_2a-00001;0.009646;0.07858;0.1228;97.978;533;544;11;0;0;539;99.08;1;544;544;100;100;14;557;557;0;1114;2881
Ec-02_005200.1;EsuBft1955_3a-00001;0.03076;0.09387;0.3277;92.749;307;331;21;2;3;315;95.17;1;329;329;100;100;1;330;330;0;571;1471
Ec-02_005220.1;EsuBft2159_3a-00001;0.01103;0.0759;0.1453;97.611;286;293;7;0;0;289;98.63;1;293;293;100;100;81;373;373;0;578;1491
Ec-02_005230.1;EsuBft2159_4a-00001;0.01561;0.05724;0.2727;96.644;288;298;10;0;0;292;97.99;1;298;298;100;100;1;298;298;0;575;1483
Ec-02_005240.1;EsuBft2159_5a-00001;0.05872;0.1108;0.5301;84.906;315;371;32;3;24;326;87.87;128;498;516;81;72;33;379;404;0;564;1453
Ec-02_005250.2;EsuBft992_8a-00001;0.02601;0.1288;0.2019;94.595;140;148;6;2;2;143;96.62;1433;1580;1580;9;9;1;146;146;1.05e-66;221;562
Ec-02_005280.1;EsuBft992_7a-00001;0.04978;0.1335;0.3729;89.873;426;474;46;1;2;441;93.04;1;472;472;100;100;1;474;474;0;852;2201
Ec-02_005300.1;EsuBft992_5a-00001;0.01085;0.09573;0.1134;97.727;172;176;4;0;0;174;98.86;1;176;176;100;100;1;176;176;6.28e-129;358;918
Ec-02_005310.1;EsuBft992_4a-00001;0.0087;0.09916;0.08774;98.279;628;639;11;0;0;634;99.22;1;639;639;100;100;1;639;639;0;1289;3336
Ec-02_005320.1;EsuBft992_3a-00001;0.007682;0.1277;0.06017;98.834;932;943;11;0;0;941;99.79;19;961;961;98;98;9;951;951;0;1935;5014
Ec-02_005330.1;EsuBft148_44a-00001;0.01272;0.1178;0.108;97.059;363;374;11;0;0;367;98.13;299;672;774;48;48;4;377;381;0;737;1902
Ec-02_005350.1;EsuBft148_43a-00001;0.09698;0.2657;0.365;82.932;379;457;48;8;30;388;84.9;1;453;632;72;72;1;431;500;0;625;1612
Ec-02_005360.1;EsuBft148_42a-00001;0.03554;0.09907;0.3587;90.995;869;955;74;5;12;900;94.24;1;948;948;100;100;1;950;950;0;1675;4339
Ec-02_005410.1;EsuBft148_41a-00001;0.0308;0.09641;0.3194;88.759;379;427;27;1;21;385;90.16;1;427;501;85;85;1;406;408;0;631;1628
Ec-02_005420.2;EsuBft148_40a-00001;0.01972;0.07525;0.262;95.894;397;414;17;0;0;406;98.07;1;414;414;100;100;1;414;414;0;792;2046
Ec-02_005430.1;EsuBft148_39a-00001;0.06327;0.1401;0.4517;85.273;718;842;100;8;24;740;87.89;12;846;1060;79;79;7;831;841;0;1211;3134
Ec-02_005440.1;EsuBft148_38a-00001;0.02475;0.0931;0.2659;94.97;321;338;17;0;0;327;96.75;13;350;350;97;97;25;362;362;9.34e-172;481;1238
Ec-02_005450.1;EsuBft148_37a-00001;0.02566;0.08405;0.3053;94.051;743;790;40;3;7;754;95.44;1;790;790;100;100;144;926;926;0;1324;3427
Ec-02_005470.1;EsuBft148_36a-00001;0.07208;0.151;0.4773;89.308;142;159;17;0;0;146;91.82;254;412;1032;15;15;2;160;177;9.54e-88;278;712
Ec-02_005490.1;EsuBft148_34a-00001;0.09071;0.236;0.3844;80.903;233;288;52;2;3;254;88.19;1;288;288;100;100;1;285;285;1.25e-75;231;590
Ec-02_005510.1;EsuBft148_29a-00001;0.01017;0.08661;0.1174;97.967;530;541;11;0;0;533;98.52;1;541;541;100;100;71;611;611;0;1090;2818
Ec-02_005530.2;EsuBft148_28a-00001;0.04641;0.1196;0.388;88.308;355;402;43;1;4;370;92.04;1;398;399;99;99;36;437;453;0;642;1655
Ec-02_005540.1;EsuBft148_25a-00001;0;0.08478;0;100;137;137;0;0;0;137;100;1;137;137;100;100;1;137;137;1.21e-99;281;718
Ec-02_005560.1;EsuBft148_24a-00001;0.05785;0.0968;0.5976;87.838;650;740;81;5;9;670;90.54;1;738;738;100;100;1;733;733;0;1059;2738
Ec-02_005570.1;EsuBft148_22a-00001;0.02812;0.1;0.2811;93.769;301;321;20;0;0;312;97.2;290;610;628;79;51;243;563;579;0;591;1523
Ec-02_005590.1;EsuBft148_20a-00001;0.02587;0.06986;0.3703;95.11;389;409;19;1;1;390;95.35;1;408;408;100;100;1;409;409;0;785;2026
Ec-02_005600.1;EsuBft148_19a-00001;0.008415;0.06273;0.1341;98.222;221;225;4;0;0;222;98.67;1;225;225;100;100;71;295;295;2.91e-164;454;1168
Ec-02_005610.1;EsuBft148_16a-00001;0.02607;0.0818;0.3187;94.495;206;218;12;0;0;209;95.87;1;218;218;100;100;72;289;289;5.08e-151;420;1080
Ec-02_005630.1;EsuBft148_15a-00001;0.01061;0.06718;0.158;97.11;168;173;4;1;1;168;97.11;1;172;172;100;100;1;173;173;1.9e-120;336;862
Ec-02_005640.1;EsuBft148_14a-00001;0.01905;0.1044;0.1825;96.186;454;472;18;0;0;461;97.67;70;541;541;87;87;1;472;472;0;887;2293
Ec-02_005650.1;EsuBft148_13a-00001;0.03614;0.1159;0.3117;92.781;347;374;20;2;7;354;94.65;1;369;383;96;96;1;372;501;0;673;1737
Ec-02_005660.1;EsuBft148_12a-00001;0.02357;0.08529;0.2763;94.857;332;350;17;1;1;340;97.14;1;349;362;96;96;34;383;396;0;667;1722
Ec-02_005670.1;EsuBft148_11a-00001;0.007617;0.07108;0.1072;98.466;321;326;5;0;0;324;99.39;1;326;340;96;96;1;326;327;0;658;1697
